text,retweet_count,hashtags,user_mentions
Great time in Dennistoun today - until the moment @AnneMcLaughlin whacked me on the head with a tennis ball! https://t.co/L1GeSvGxm3,762,[],['AnneMcLaughlin']
"@Dylan_cogc @CHScotland @OHOV_Scotland Pleasure is all mine, Dylan. See you soon.",1,[],"['Dylan_cogc', 'CHScotland', 'OHOV_Scotland']"
RT @ChristinaSNP_: Great to have @NicolaSturgeon in Glasgow North East today. All our activists are very motivated to go out &amp; win the next…,63,[],"['ChristinaSNP_', 'NicolaSturgeon']"
RT @AllanCasey89: It was a pleasure to welcome First Minister @NicolaSturgeon along to the new H Lane festival In Dennistoun this afternoon…,29,[],"['AllanCasey89', 'NicolaSturgeon']"
Leopards - and it seems Liberals - don’t change their spots. According to this they’re in election talks with the Tories?! Remember this the next time you hear the Scottish Lib Dems claim that they are anti Tory. https://t.co/5RuuA9Wqku,2187,[],[]
RT @sca_net: A brilliant day for our #ArtinAction campaign with #FirstMinister @NicolaSturgeon #MSP visiting constituents @StudioPavilion t…,18,"['ArtinAction', 'FirstMinister', 'MSP']","['sca_net', 'NicolaSturgeon', 'StudioPavilion']"
Thanks for a great visit @sca_net @StudioPavilion - lovely to meet all the artists and see @Tessa_J_Lynch beautiful artwork. https://t.co/SKMxddEKxk,15,[],"['sca_net', 'StudioPavilion', 'Tessa_J_Lynch']"
RT @GCH_Charity: Little ones from Crossbasket &amp; Lyoncross nurseries welcomed @NicolaSturgeon to our Teddy Hospital this morning to launch @…,45,[],"['GCH_Charity', 'NicolaSturgeon']"
RT @OWBIGBucket: Oor Wullie’s Farewell Weekend has begun - a last chance to see all oor favourite sculptures one last time before auction!…,52,[],['OWBIGBucket']
"RT @Actn4ChildrScot: Great day for @actnforchildren at the Opening Ceremony of the Solheim Cup, with three young people we support as flag-…",9,[],"['Actn4ChildrScot', 'actnforchildren']"
RT @Channel4News: Author Edna O'Brien: 'Women and girls are weapons of war now’https://t.co/G3MLopYSzj,55,[],['Channel4News']
It was well worth donning that cowboy hat to get the fantastic and so important @breastcancernow #wearitpink campaign onto the front page of today’s @guardian https://t.co/inT8HPV0nP,438,['wearitpink'],"['BreastCancerNow', 'guardian']"
"RT @AlynSmith: Good interview with @Feorlean on Good Morning Scotland on brexit, he’s dead right, there’s no good brexit, no-deal is uncons…",150,[],"['AlynSmith', 'Feorlean']"
RT @ScotGovFM: First Minister @NicolaSturgeon met representatives from #SolheimCup charity partners @actnforchildren &amp; @PerthWomensAid at @…,47,['SolheimCup'],"['ScotGovFM', 'NicolaSturgeon', 'actnforchildren', 'PerthWomensAid']"
Great opening ceremony for the @2019solheimcup @GleneaglesGolf - good luck to both teams and especially to @Beany25 and #TeamEurope https://t.co/AiXHwB05pi,38,['TeamEurope'],"['GleneaglesGolf', 'Beany25']"
"RT @bcnow_scotland: Thank you to @NicolaSturgeon who joined one of our campaigners, Alison, for our #wearitpink photocall in @ScotParl toda…",29,['wearitpink'],"['bcnow_scotland', 'NicolaSturgeon', 'ScotParl']"
Delighted to support @breastcancernow and #wearitpink in @ScotParl today https://t.co/UVzaywZdRz,187,['wearitpink'],"['BreastCancerNow', 'ScotParl']"
Delighted that @scotgov has struck an agreement with the manufacturer to make these drugs available to cystic fibrosis patients - the first UK nation to do so. https://t.co/jjaeFzM9ar,998,[],['scotgov']
"RT @Channel4News: ""We’ve got a court saying the advice that went to the Queen was unlawful. That is extraordinary.""After a Scottish court…",1228,[],['Channel4News']
RT @ITVBorderRB: First Minister @NicolaSturgeon tells us it is 'outrageous' and 'dangerous' for Number 10 sources to suggest Scottish judge…,577,[],"['ITVBorderRB', 'NicolaSturgeon']"
"RT @BBCPolitics: ""Do the right thing, bring Parliament back from its unlawful prorogation""Scotland's First Minister Nicola Sturgeon sends…",600,[],['BBCPolitics']
"RT @BBCPhilipSim: Nicola Sturgeon says WM should be recalled ""immediately""; for prorogation to continue in light of Court of Session judgem…",345,[],['BBCPhilipSim']
RT @bbclornag: Summary of judgment at court of session https://t.co/pUJcLZPkpJ,523,[],['bbclornag']
"This is pitiful, pathetic and desperate from No10. https://t.co/1zMSpxBcEk",1758,[],[]
Today’s Court of Session judgment is of huge constitutional significance - but the immediate political implications are clear. Court says prorogation was unlawful and null and void - so Parliament must be recalled immediately to allow the essential work of scrutiny to continue.,4322,[],[]
RT @BBCandrewkerr: Court rules prorogation unlawful,464,[],['BBCandrewkerr']
"RT @ScotGovFM: Ahead of the @2019solheimcup, FM @NicolaSturgeon attended the #diversitysummit @Gleneagleshotel where she underlined the imp…",45,[],['ScotGovFM']
@brennajessie_ Seconded! #TeamMichael,3,['TeamMichael'],['brennajessie_']
Each and every new development just now makes the shutting down of Parliament for 5 weeks all the more outrageous. https://t.co/4wJUDDqbMC,1774,[],[]
Really enjoyed the reception in Glasgow City Chambers earlier for @GlasgowCoA - such a great &amp; developing archive of a wonderful part of our city’s heritage. Find out more at https://t.co/5nZutUAjlS - and check out the exhibition as part of @DoorsOpenDays  #gettingonthemap https://t.co/A2EiqiDqSh,29,['gettingonthemap'],"['GlasgowCoA', 'DoorsOpenDays']"
"RT @Aberdeenshire: Some photos from today's visit to @PeterheadA by @NicolaSturgeon &amp; @JohnSwinney. Pupils enjoyed a Q&amp;A, &amp; did a fab job o…",22,[],"['Aberdeenshire', 'PeterheadA', 'NicolaSturgeon', 'JohnSwinney']"
"RT @cllrthomson: Delighted @NicolaSturgeon came to Peterhead today to launch the latest round of @scotgov investment in our schools estate,…",76,[],"['cllrthomson', 'NicolaSturgeon', 'scotgov']"
"RT @scotgov: Today we announced the first schools being replaced across Scotland as part of the £1 billion schools investment programme, in…",122,[],['scotgov']
RT @ScotGovFM: First Minister @NicolaSturgeon sends heartfelt thanks this Emergency Services Day. https://t.co/BvTJWbR1RG,85,[],"['ScotGovFM', 'NicolaSturgeon']"
It was almost 40% when the @scotlibdems left office in 2007. @theSNP @scotgov has made substantial progress since and today’s £1 billion announcement will continue that journey. https://t.co/nLxj88D3qX,869,[],"['scotlibdems', 'theSNP', 'scotgov']"
RT @ScotGovFM: FM @NicolaSturgeon &amp; DFM @JohnSwinney met pupils at @PeterheadA this afternoon to announce the new schools that will be buil…,61,[],"['ScotGovFM', 'NicolaSturgeon', 'JohnSwinney', 'PeterheadA']"
Great progress but still more to do - on way to @PeterheadA to announce the schools that will be rebuilt in the first phase of our new £1 billion programme. https://t.co/hEoYkGegFX,230,[],['PeterheadA']
"RT @ScotGovEdu: Scotland’s School Estate statistics 2019 have been published, with more pupils than at any point since 2007 being educated…",79,[],['ScotGovEdu']
"RT @eliz_lloyd: Figures today show since @theSNP came to office 928 schools have been rebuilt or refurbished, and nearly 90% of schools acr…",407,[],"['eliz_lloyd', 'theSNP']"
"@GirlchampJinty @fionacarereview Best of luck, Jinty - you’ll be ace xx",2,[],"['GirlchampJinty', 'fionacarereview']"
"RT @thesundaytimes: Margaret Atwood interview: When @theststyle editor-in-chief @SundayTimesLC met the author @MargaretAtwood, nothing was…",40,[],"['thesundaytimes', 'TheSTStyle', 'SundayTimesLC', 'MargaretAtwood']"
"RT @thesundaytimes: A-listers, politicians and activists tell @theststyle what The Handmaid's Tale means to them, from Elisabeth Moss, Sien…",16,[],"['thesundaytimes', 'TheSTStyle']"
"RT @PickardJE: The Rudd resignation letter is devastating for Boris Johnson, describing his “short sighted culling” of Tory MPs last week a…",566,[],['PickardJE']
RT @ShippersUnbound: BREAKING: Amber Rudd has resigned the Conservative whip and plans to run as an independent Conservative at the general…,1897,[],['ShippersUnbound']
"Been looking forward to these books, by two of my very favourite authors ⁦@MargaretAtwood⁩ and Edna O’Brien, for so long. Now I can’t decide which one to read first - but that’s a nice dilemma. #Saturdaynightreads 📚 https://t.co/QcpjXYcaCq",103,['Saturdaynightreads'],['MargaretAtwood']
Great photo of @JohnSwinney at the Perth independence march today. https://t.co/UKjlcgA1GN,602,[],['JohnSwinney']
"RT @kirstenoswald: Glad to have @theSNP NEC meeting in Uddingston today, so we could join SNP activists knocking doors for the fantastic @e…",79,[],"['kirstenoswald', 'theSNP']"
@evecunnington You’re brilliant - keep going!,4,[],['evecunnington']
RT @CammieMcManus97: Great to be out campaigning for @evecunnington with @AlynSmith @fultonsnp @IndyMichael_G and of course @NicolaSturgeon…,56,[],"['CammieMcManus97', 'evecunnington', 'AlynSmith', 'fultonsnp', 'IndyMichael_G', 'NicolaSturgeon']"
"Good luck to everyone attending  #ScotWomenStand in @ScotParl today - sorry I can’t be there, but I’m thinking of you and wishing you an inspirational day. @theParliamentP @youngwomenscot",135,['ScotWomenStand'],"['ScotParl', 'theParliamentP', 'youngwomenscot']"
"RT @rosscolquhoun: 🗳 This poll shows @theSNP is best placed to tackle the Tories and give Scotland a choice about its future, but only you…",352,[],"['rosscolquhoun', 'theSNP']"
RT @STVNews: A new poll suggests that the Conservatives will lose all their Scottish seats to the SNP in a general election.https://t.co/l…,818,[],['STVNews']
RT @Daily_Record: A YouGov poll indicates all 13 Conservative MPs in Scotland face being booted out by voters at a General Election in a Bo…,823,[],['Daily_Record']
Well done @Scotlandteam - onwards now to the World Cup. Good luck 💪 #AsOne 🏴󠁧󠁢󠁳󠁣󠁴󠁿 https://t.co/Gw0X8gx8I2,129,['AsOne'],['Scotlandteam']
So ‘girl’ appears to be Johnson’s insult of choice - how revealing. https://t.co/6tbWvyTiux,2582,[],[]
"Nessie is keen to make it known that, just like the rest of us, she is struggling to believe in Boris Johnson...😬 https://t.co/IMQ8zzNWR0",1478,[],[]
3/ And when the election does come - as it soon will - @theSNP will put Scotland’s opposition to Brexit and our right to choose our own future as an independent nation at the very heart of the contest.,289,[],['theSNP']
"2/ @theSNP relishes prospect of an election. But while our party interest might be served by voting for an election now, it is in the wider public interest to deny a PM threatening to defy the law any ability to cut and run in his own interests. We’ll act in the public interest.",246,[],['theSNP']
1/ An early General Election is now a question of ‘when’ not ‘if’ - but Johnson mustn’t be allowed to dictate the timing as a device to avoid scrutiny and force through a ‘no deal’ Brexit. https://t.co/x17BzuaHfC,605,[],[]
RT @citizenstheatre: We're celebrating an exciting milestone in our building redevelopment. It was brilliant to have First Minister @Nicola…,70,[],['citizenstheatre']
"RT @zsstevens: ""PM"" moves political battleground to Scotland - SNP's Stewart Stevenson said Mr Johnson was like a ""thief returning to the s…",168,[],['zsstevens']
RT @STVNews: MSP David Torrance had his hair cut in parliament - by the First Minister.He'd been growing it to raise money for @MaggiesCe…,105,[],['STVNews']
"RT @Feorlean: Glad that Labour , Greens, Lib Dems &amp; SNP came together in @ScotParl this evening to reject a “no deal” #Brexit &amp; prorogation…",357,['Brexit'],"['Feorlean', 'ScotParl']"
Great to visit Murrayfield earlier to wish @Scotlandteam the very best of luck as they prepare to head to Japan for the World Cup. #AsOne 🏴󠁧󠁢󠁳󠁣󠁴󠁿 https://t.co/gnbjzxZdj0,133,['AsOne'],['Scotlandteam']
"RT @theSNP: 🗳️ The coming general election will be about a clear choice: Scotland's future in Scotland's hands, or those of Boris Johnson?…",642,[],['theSNP']
RT @KingdomFMNews: Kirkcaldy MSP @DavidHTorrance has chopped off his famously long hair in aid of the Maggie's Centre in Fife 💇‍♂️@Nicola…,18,[],"['KingdomFMNews', 'DavidHTorrance']"
RT @BBCPhilipSim: Proof that a party leader's work is never done; Nicola Sturgeon assisting as @DavidHTorrance has his mane chopped off for…,51,[],"['BBCPhilipSim', 'DavidHTorrance']"
Well said @TanDhesi https://t.co/RE4hGoy1RR,646,[],['TanDhesi']
"RT @IanBlackfordMP: The SNP is clear - once we get the bill through to prevent a no-deal Brexit, MPs must force an election before Parliame…",637,[],[]
2/ ...it’s starting to feel like Labour doesn’t want an election at all...and leaving this PM in place knowing he’ll try every trick in book to get what he wants would be irresponsible. Opposition must get Bill through and then seek to force election BEFORE Parliament prorogued.,432,[],[]
"1/ Not allowing Johnson to cut and run for an election simply as a tactic to force through a no deal Brexit is one thing - and why opposition right to insist on passage of anti no deal Bill, BUT...",370,[],[]
"RT @scotgoveconomy: Ahead of the UK Gov Spending Round, Finance Secretary @DerekMackaySNP has said that without the tax announcements and e…",47,[],"['scotgoveconomy', 'DerekMackaySNP']"
RT @SoluisHeritage: Honoured to part of the #WW100Scotland exhibition launch last night. We created digital overlays that related 100 artwo…,13,['WW100Scotland'],['SoluisHeritage']
"If he has any respect for democracy, Johnson will support this amendment, agree to abide by will of Parliament on the Bill blocking ‘no deal’ and then submit to the verdict of the people in a General Election. https://t.co/p4zyaJeUF1",546,[],[]
"RT @rosscolquhoun: 🤟 A very positive poll for @theSNP, but we need to make it happen.✍️ https://t.co/hnX8NNaXWe.🏴󠁧󠁢󠁳󠁣󠁴󠁿 Scotland must h…",115,[],"['rosscolquhoun', 'theSNP']"
@Thegirlchampion Happy Birthday! 🎉🥳,2,[],['Thegirlchampion']
"RT @KieranPAndrews: Morning💥 SNP heading for 51 MPs in snap election as Tories and Labour face near wipe out, Times poll finds💥 indyref s…",141,[],['KieranPAndrews']
"RT @ChiefExecCCC: Quite a package of things announced today by the @scotgov. Eye catching transport package, also new green finance commitm…",147,[],"['ChiefExecCCC', 'scotgov']"
Scotland voted 62% to remain in the EU and yet not a single Scottish Tory MP voted to prevent a ‘no deal’ Brexit tonight. https://t.co/6gLwH8mAk3,3957,[],[]
Very good result in the Commons tonight (has a PM ever before lost his/her first Commons vote?). Next step now is to get the ‘no deal’ threat off the table by passing the Bill being introduced tomorrow...and then let’s have a General Election. @theSNP is ready for it!,1416,[],['theSNP']
RT @TheBookerPrizes: We are pleased to announce our #BookerPrize2019 shortlist. Watch what our judges had to say about the six selected boo…,1972,['BookerPrize2019'],['TheBookerPrizes']
RT @whocaresscot: @NicolaSturgeon Two of our members met with @NicolaSturgeon after the #ScotPfG announcement. Their lives will change as a…,55,['ScotPfG'],"['whocaresscot', 'NicolaSturgeon', 'NicolaSturgeon']"
"RT @scotfoodjames: As we work to take Scotland's growing food &amp; drink sector to the next level, good to see critically important elements i…",41,[],['scotfoodjames']
RT @scotgov: 📽️ FM @NicolaSturgeon set out her Programme for Government earlier today in @scotparl. It details measures that can help mak…,210,[],"['scotgov', 'NicolaSturgeon', 'ScotParl']"
RT @LangBanks: It’s fantastic to see @NicolaSturgeon put tackling climate change centre stage of the @scotgov’s Programme for Government -…,89,[],"['LangBanks', 'NicolaSturgeon', 'scotgov']"
RT @StafScot: 👏 We are delighted that @NicolaSturgeon has announced further action to support care-experienced young people in the #ScotPfG…,48,['ScotPfG'],"['StafScot', 'NicolaSturgeon']"
RT @theCCCuk: CCC Chairman Lord Deben welcomes action to tackle climate change in Scotland's Programme for Government. “Scotland has ambiti…,94,[],['theCCCuk']
RT @CPT_Scot: CPT Scotland welcomes the Scottish Government’s commitment to tackle congestion with the announcement of a new £500million fu…,35,[],['CPT_Scot']
RT @CitAdviceScot: We’re happy to see the Scottish Child Payment being fast tracked. Our research shows that people support the principle…,53,[],['CitAdviceScot']
"RT @theSNP: 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Today @NicolaSturgeon announced an ambitious programme for the year ahead.📢 ""It meets the challenges of the future, w…",149,[],"['theSNP', 'NicolaSturgeon']"
RT @whocaresscot: @NicolaSturgeon has just unveiled the Scottish Government’s 2019-20 programme for Government. A number of the announcem…,62,[],"['whocaresscot', 'NicolaSturgeon']"
RT @WWFScotland: Today @scotgov could put us on the path to net-zero and a climate-friendly transformation of Scotland! There is a chance o…,67,[],"['WWFScotland', 'scotgov']"
RT @WWFScotland: Today the #ScotPfg announcement from @ScotGovFM shows bold climate leadership that if delivered will slash emissions and b…,92,['ScotPfg'],"['WWFScotland', 'ScotGovFM']"
RT @PovertyAlliance: Great to hear the news that the Scottish Child Payment will begin its roll-out by the end of 2020. It promises to loos…,94,[],['PovertyAlliance']
"RT @ScotGovFM: Ahead of delivering #ScotPfG, FM @NicolaSturgeon visited the @on_lothianbuses depot in Edinburgh to meet bus operators and i…",90,['ScotPfG'],"['ScotGovFM', 'NicolaSturgeon', 'on_lothianbuses']"
"RT @scotgov: Later today, First Minister @NicolaSturgeon will outline this year’s Programme for Government.We’ll be live tweeting announc…",178,[],"['scotgov', 'NicolaSturgeon']"
RT @StephenGethins: I have co-sponsored this Bill along with colleagues from across Parliament to take No Deal off the table on 31 October.…,335,[],['StephenGethins']
"RT @tompeck: I am just re-reading the @michaelgove Brexit speech of April 2016.It is simply breathtaking.If there is a single speech, i…",9758,[],"['tompeck', 'michaelgove']"
"Plainly obvious from that statement that Johnson has no plan to get a deal. If MPs blink tomorrow, he will drive the UK off the no deal cliff on 31 October. He must not get away with it.",4046,[],[]
You certainly made the case for independence very well! https://t.co/lkrV9OLXN7,2064,[],[]
RT @ChrisLawSNP: .... and not a single Scottish Tory MP amongst them #votesnp https://t.co/10sf3exymf,371,['votesnp'],['ChrisLawSNP']
"As talk of a General Election mounts, I say ‘bring it on’...but it must be before Oct 31. MPs must not allow Johnson to game the date as a ploy to push through a no deal Brexit.",1514,[],[]
"RT @davidallengreen: Official UK government position on rule of law:""we believe in the rule of law but we can't commit to this in the spe…",548,[],['davidallengreen']
"RT @GMB: ‘I don’t want to see my country, I don’t want to see the UK crashing out of the EU without a deal.’@NicolaSturgeon SNP says it’s…",748,[],"['GMB', 'NicolaSturgeon']"
RT @JackieKayPoet: September’s #Makar poetry picks come from the glorious ⁦Glasgow Women’s Library. Do chip in anyone to continue the wee p…,39,['Makar'],['JackieKayPoet']
RT @MBendoris: Great chat with @davidbaldacci ahead of @BloodyScotland on why it helps to have leaders @NicolaSturgeon who are readers: htt…,37,[],"['MBendoris', 'davidbaldacci', 'BloodyScotland', 'NicolaSturgeon']"
RT @AConstanceSNP: The significance of this weeks assault on Parlimentary democracy are well captured in this 60 second clip https://t.co/6…,301,[],['AConstanceSNP']
We now have a UK government that can’t/won’t say a simple ‘yes’ to the question ‘will you abide by the law?’ Not so much prorogue as just plain rogue. These are dangerous times for democracy. We mustn’t allow this behaviour to be normalised. https://t.co/ukdcXjr42t,7955,[],[]
RT @ObsNewReview: Margaret Atwood: ‘She’s ahead of everyone in the room’ https://t.co/wg1DGg2g6v,59,[],['ObsNewReview']
RT @ATP_Tour: Shot of the tournament? 🤯@jamie_murray 👏👏🎥: @usopen https://t.co/w3e1154oli,238,[],"['jamie_murray', 'usopen']"
"If the Tories are about to demand independence for themselves, while seeking to deny Scotland the same option, they will end up in a very big and confused mess. https://t.co/OLY5uofc26",857,[],[]
RT @MerryGoRoundGla: Absolutely delighted that @NicolaSturgeon took the time to officially open the newly expanded shop yesterday. Huge tha…,34,[],"['MerryGoRoundGla', 'NicolaSturgeon']"
"I hear you, Oscar! 😂 https://t.co/BRLRunOK2u",1387,[],[]
What happened in Govan last night was utterly unacceptable. My thanks to @policescotland for their response. I welcome Glasgow City Council’s commitment to review the procedures around marches. Peaceful protest is a part of our democracy - violent and sectarian disruption is not. https://t.co/nOdNt0FNBq,827,[],['policescotland']
Brilliant scoreline. Well done #SWNT and @Kerr5Shelley...what an emphatic way to mark your return from the World Cup. Onwards and upwards to #Euro2021 #OurGirlsOurGame https://t.co/lE4A41Ltes,210,"['SWNT', 'Euro2021', 'OurGirlsOurGame']",['Kerr5Shelley']
RT @Kenny4PartickKd: Delighted to officially open today with  First Minister @NicolaSturgeon this fantastic new development of 152 new home…,84,[],"['Kenny4PartickKd', 'NicolaSturgeon']"
Delighted to officially open the newly expanded @MerryGoRoundGla today - a fabulous example of the circular economy in action. Well done all. https://t.co/jPPRBGkVYL,32,[],['MerryGoRoundGla']
@iamrichyedwards Enjoy! You’ve all more than earned it!,0,[],['iamrichyedwards']
RT @JohnSwinney: After a traumatic week for @WoodmillHigh it is a tribute to the resilience and leadership of the school that these arrange…,86,[],"['JohnSwinney', 'WoodmillHigh']"
"RT @TheIFS: @NuffieldFound School spending per pupil is highest in Scotland (at £6,600) and lowest in Northern Ireland (£5,500). NI has a…",97,[],"['TheIFS', 'NuffieldFound']"
RT @RCStweets: Last night our RCS saxophone quartet performed @GovanhillBaths celebrating 30 years of @DoorsOpenDays to an appreciative aud…,28,[],"['RCStweets', 'GovanhillBaths', 'DoorsOpenDays']"
RT @ScotGovFM: The 2019 Doors Open Days programme has been officially launched by FM @NicolaSturgeon Kicking off this weekend &amp; running t…,52,[],"['ScotGovFM', 'NicolaSturgeon']"
"Lastly, congratulations to @BeatriceWishart - being elected to @ScotParl is a huge honour for all of us and, party politics aside, I wish her well.",42,[],"['BeatriceWishart', 'ScotParl']"
"And biggest thanks of all to @tprwills - without a shadow of a doubt, one of the nicest and very best candidates I have had the honour of campaigning with. We have not seen the last of him...#TideIsTurning",79,['TideIsTurning'],['tprwills']
Postscript to by-election - thanks to the people of Shetland for being so welcoming to @theSNP activists. I’m proud that the SNP campaigns enthusiastically in all parts of our country. And big thanks to all our activists - especially to our amazing @YSINational and @SNPStudents,339,[],"['theSNP', 'YSINational', 'SNPStudents']"
Special moment - thanks for helping to make it happen @HamishH1931 https://t.co/WTzdbfBlL3,65,[],['HamishH1931']
"RT @PeatWorrier: Several media reports from the Court of Session getting WAAAY ahead of themselves, by suggesting Lord Doherty knocked back…",409,[],['PeatWorrier']
RT @erikgeddes: 👉Best ever @theSNP result in Shetland 👉50% increase in @theSNP vote share 👉Record by-election swing (from LD to SNP) be…,332,[],"['erikgeddes', 'theSNP', 'theSNP']"
"So proud of the outstanding @tprwills and @theSNP #Shetland campaign - our vote share is up almost 10 points and the Lib Dem majority has been slashed, with a 14% swing to SNP. What was the safest seat in Scotland is now a top SNP target for 2021. The #TideIsTurning",613,"['Shetland', 'TideIsTurning']","['tprwills', 'theSNP']"
RT @britainelects: East Kilbride Central North (South Lanarkshire) first preferences:SNP: 46.5% (+4.2)LAB: 20.3% (-11.3)CON: 14.6% (-4.…,324,[],['britainelects']
Congratulations to new @theSNP councillor for East Kilbride @grantyferguson - great result 👍,430,[],"['theSNP', 'grantyferguson']"
"RT @alisonthewliss: In a very floral @GovanhillBaths, listening to fabulous @RCStweets at the launch of @DoorsOpenDays. #BloomsWithaView #…",34,['BloomsWithaView'],"['alisonthewliss', 'GovanhillBaths', 'RCStweets', 'DoorsOpenDays']"
RT @BBCPolliemac: Work in progress @GovanhillBaths where @ScotGovFM has just launched @DoorsOpenDays - that’s a quartet playing in the deep…,30,[],"['BBCPolliemac', 'GovanhillBaths', 'ScotGovFM', 'DoorsOpenDays']"
RT @DoorsOpenDays: Emma Lawson of Floraboration with First Minister Nicola Sturgeon at the launch of Doors Open Days 2019 at @GovanhillBath…,14,[],['DoorsOpenDays']
RT @MareeToddMSP: A wee bit of rain now but our spirits are not even slightly dampened! Top team @erinmwembo @Christia_Allard @jackmiddleto…,44,[],"['MareeToddMSP', 'erinmwembo', 'Christia_Allard']"
RT @theSNP: 🗳️ There are just 4 hours left to vote in the Shetland by-election.📢 It's time for change in Shetland. Vote @tprwills today a…,107,[],"['theSNP', 'tprwills']"
RT @ScotGovFM: FM @NicolaSturgeon has announced a £7.5m project between @scotgov and @SPEnergyNetwork &amp; @ssencommunity to deliver more elec…,144,[],"['ScotGovFM', 'NicolaSturgeon', 'scotgov', 'SPEnergyNetwork', 'ssencommunity']"
"I wish Ruth well for the future. I know well the toll political leadership can take on family life, and no one will grudge her more time with her young son. There will be opportunity later to discuss the politics of her decision - but for now, I’ll simply send my best wishes. https://t.co/S9WIGkNMnf",844,[],[]
Of course Corbyn had to find a way of sparing Richard Leonard’s blushes. But we all know the dam on this has burst. Labour - at UK if not yet at Scottish level - knows that it is unacceptable for Westminster to block Scotland’s right to choose. https://t.co/vOz9JjPGLt,563,[],[]
RT @PeterMurrell: ⏰ It’s time for change #Shetland 🗳 Vote @tprwills #VoteSNP 📣 Be heard on Brexit💷 Cut your travel costs❤️ Shetland at…,175,"['Shetland', 'VoteSNP']","['PeterMurrell', 'tprwills']"
"@grantyferguson @AmyCallaghanSNP Good luck, Grant!",9,[],"['grantyferguson', 'AmyCallaghanSNP']"
RT @tprwills: Final day on the campaign trail! Kicked off with a visit to Malakoff Shipyard before canvassing in Gott &amp; Bressay - with @the…,106,[],['tprwills']
RT @kirstenoswald: Very best of luck tomorrow to the fantastic @tprwills who’s been an outstanding candidate for @theSNP in the #Shetland b…,145,['Shetland'],"['kirstenoswald', 'tprwills', 'theSNP']"
"RT @kirstenoswald: Tomorrow is the East Kilbride Central North council by-election. Our fantastic @theSNP candidate, @grantyferguson has wo…",144,[],"['kirstenoswald', 'theSNP', 'grantyferguson']"
"Open letter on the eve of poll from the excellent ⁦@tprwills⁩ : Say no to Brexit, vote SNP. https://t.co/UVMDOt0gXb",374,[],['tprwills']
"In Scotland, it’s only 17% https://t.co/jxTNdopgPQ https://t.co/GAO99OVQv5",553,[],[]
"RT @theSNP: 📣 @NicolaSturgeon: “Shutting down Parliament in order to force through a no-deal Brexit, which will do untold and lasting damag…",2507,[],"['theSNP', 'NicolaSturgeon']"
"Well, this is* a shock (*not). https://t.co/Aw0T1rHuw6",2271,[],[]
"Bring it on. Have the courage of your convictions, Boris Johnson. Call an election now - with polling day before Oct 31 - and let the people vote. Or are you frit? https://t.co/x7BBLPaPhc",2324,[],[]
"Given her past statements opposing a no deal Brexit, it would be good to have confirmation from Ruth Davidson today that all Scots Tory MPs will back the cross party effort next week to stop it - and that they will also oppose Boris Johnson’s attempt to shut down Parliament.",3636,[],[]
"So it seems that Boris Johnson may actually be about to shut down Parliament to force through a no deal Brexit. Unless MPs come together to stop him next week, today will go down in history as a dark one indeed for UK democracy. https://t.co/68lFnEgiyr",6202,[],[]
"@thesandylee @Southsidegrrrl @alisonthewliss @patrickharvie @Soryia @MhairiHunter @Belic Sorry I can’t make meeting tonight, Sandra - but happy to follow up on any actions that come out of it.",0,[],"['thesandylee', 'Southsidegrrrl', 'alisonthewliss', 'patrickharvie', 'Soryia', 'MhairiHunter', 'Belic']"
"RT @theSNP: 🤝 Today, the SNP joined cross-party talks to stop a no-deal Brexit.🚫 We will not allow Boris Johnson to trample over democrac…",726,[],['theSNP']
"Thanks for confirmation that telecommunications is reserved matter (Scots Tory MPs, take note). @scotgov is making significant investments on broadband and mobile access because UK gov has not taken strong enough action. So if it’s going to be different on 5G, I welcome that. https://t.co/T9sFaZAUsT",734,[],['scotgov']
"As Edinburgh’s August festivals draw to a close with tonight’s fireworks, massive well done to @edintfest @edfringe @edbookfest @EdArtFest @EdinburghTattoo for another brilliant celebration of culture.",161,[],"['edintfest', 'edfringe', 'edbookfest', 'EdArtFest', 'EdinburghTattoo']"
"RT @lindseyhilsum: This weekend the Scottish First Minister,  ⁦@NicolaSturgeon⁩, and I planted a tree for Marie Colvin at Traquair House du…",129,[],"['lindseyhilsum', 'NicolaSturgeon']"
"RT @eliz_lloyd: Whoever writes these needs to pay more attention to what Holyrood is actually doing (progressive tax, reforming social secu…",182,[],['eliz_lloyd']
"RT @scottishbktrust: Our charity turns 21 today!We still have lots of work to do to ensure people, from all walks of life, can access the…",185,[],['scottishbktrust']
"Had a great time this morning meeting the former Rolls Royce workers - now featuring in the fabulous @naepasaran film - who took a stand against the Pinochet regime in Chile in the 1970s. They are an inspiration. One of them, Stuart, wrote me a poem - I love it! https://t.co/8eDQdpg6A6",579,[],['naepasaran']
RT @HeartScotNews: 🎥 First Minister @NicolaSturgeon talks about the potential benefits of 5G in Scotland and offers reassurances to those a…,37,[],"['HeartScotNews', 'NicolaSturgeon']"
RT @UofGlasgow: Fantastic to host @ScotGovFM’s 5G Strategy launch at @UofGEngineering today. Our researchers are tech geniuses &amp; working ha…,47,[],"['UofGlasgow', 'ScotGovFM', 'UofGEngineering']"
RT @JohnSwinney: Terribly sorry with the news @WoodmillHigh. @scotgov has been in contact with @FifeCouncil and will discuss next steps. Go…,29,[],"['JohnSwinney', 'WoodmillHigh', 'scotgov', 'FifeCouncil']"
